chrom,date,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me3,H3K9me3,GC content,gene density,2-stage,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16
1,3500000,1.2711057662963867,1.8523006439208984,1.5328269004821775,1.5380475521087646,1.4981751441955566,2.032623529434204,0.38826,4.0,-3.25697,0.0060664919685911,0.0027726004291987,0.0003793740979029,0.0,0.0,0.0,0.0,0.0,0.003474393580026,0.0298487793620286,0.0793975147851033,0.1360416979373378,0.1794361075359698,0.2043577241709867,0.1931150384616069,0.1651102776712476
1,3550000,1.129530906677246,1.6748102903366089,1.4135335683822632,1.3273364305496216,1.3585894107818604,1.862878680229187,0.3844,2.0,-2.975,0.010033759175756,0.0045694783623489,0.0006146461103996,0.0,0.0,0.0,0.0,0.0,0.0053501038880111,0.0336278970296894,0.08237016417586,0.136412419406711,0.1776499636547737,0.2007708088244624,0.1884599275242326,0.1601408318477548
1,3600000,1.2011359930038452,1.84589958190918,1.569549560546875,1.6662023067474363,1.4580625295639038,2.430605173110962,0.38364,2.0,-2.74917,0.0063540226584711,0.0028742199674053,0.0003739185467874,0.0,0.0,0.0,0.0,0.0,0.0071460615286639,0.0369616801147356,0.0852478097005687,0.1383094613441856,0.1789416622461025,0.2005928511625787,0.1864523005501429,0.156746012180358
1,3650000,1.0801115036010742,2.103638172149658,1.6253479719161987,1.6092997789382937,1.630986213684082,2.4668831825256348,0.39336,3.0,-2.70785,0.0064021564408248,0.0033558062495216,0.0007384724276768,0.0,0.0,0.0,0.0,0.0004145723468942,0.008917195409001,0.0391795041141587,0.0866459100097576,0.1388102384111065,0.1787630555514544,0.1989901442272608,0.1838674182623563,0.1539155265499866
1,3700000,1.1827744245529177,1.8117575645446773,1.5479676723480225,1.4900871515274048,1.4341425895690918,2.498543262481689,0.38182,0.0,-2.18028,0.0101529693199404,0.0053753020595143,0.0012131582482218,0.0,0.0,0.0,0.0,0.0006810570622138,0.0097227232259245,0.0398090534768045,0.0865435077887709,0.1378175406988756,0.1775178350673251,0.1973102047580292,0.181928213267789,0.1519284350265905
1,3750000,1.1278027296066284,1.6370840072631836,1.3241411447525024,1.212248682975769,1.4120692014694214,2.116140127182007,0.39812,2.0,-2.333,0.009769465069045,0.0046538661707466,0.0007595268471959,0.0,0.0,0.0,0.0,0.0008983846538807,0.010460781980564,0.0406650829896659,0.08642030685646,0.1366264527113653,0.1770326070650831,0.1982064855982556,0.1827706578366555,0.1517363822210817
1,3800000,1.27967369556427,1.7929444313049316,1.5944243669509888,1.4669880867004397,1.4892404079437256,2.824495553970337,0.38304,0.0,-2.70295,0.0060810895223297,0.0023505146249824,4.299626632039792e-05,0.0,0.0,0.0,0.0,0.0014330614938018,0.0117929554037282,0.0421538876240407,0.0869388301476096,0.1362410228451783,0.1773201412971222,0.2000722489324114,0.1842806177633072,0.1512926340791676
1,3850000,1.2480274438858032,2.045241355895996,1.5439883470535278,1.4775384664535522,1.4613473415374756,2.5920255184173584,0.38318,0.0,-2.55415,0.0066528210145235,0.0025445032058215,2.579705083204168e-05,0.0,0.0,0.0,0.0,0.0026101546929994,0.0144493619903173,0.0438764565020923,0.0867223845491499,0.1355767023144059,0.1770266363189603,0.1988939706841913,0.1823497017096479,0.149271509967058
1,3900000,1.416324019432068,1.9216318130493164,1.6007258892059326,1.6734106540679932,1.413676619529724,1.952473759651184,0.37692,1.0,-2.48699,0.0114361482384657,0.0051711002766763,0.000671414605426,0.0,0.0,0.0,0.0008730745979172,0.0049202048661817,0.0167294116793928,0.0432853455109149,0.0844541706011443,0.1344647794863944,0.1767750030593087,0.1963053205307592,0.1784550110915772,0.1464590154558412
1,3950000,1.30013906955719,1.5767735242843628,1.4096015691757202,1.3465999364852903,1.4077386856079102,2.4181010723114014,0.402,2.0,-2.20205,0.0166424601807238,0.0077773699748927,0.0011754147487619,0.0,0.0,0.0,0.0016029300151151,0.0061165862769037,0.016556735279812,0.0412607881803472,0.0825113994912201,0.1342005483752488,0.1766036305812575,0.1945585739263248,0.1759926971688256,0.1450008658005663
1,4000000,1.17386794090271,1.6631003618240356,1.413228154182434,1.4052045345306396,1.3300995826721191,2.005833387374878,0.38478,1.0,-2.27907,0.0127591789520197,0.0058548624135678,0.0008163698039085,0.0,0.0,0.0,0.0011877546221663,0.0041392554082941,0.0116048032140171,0.0369938082824857,0.0834167415481993,0.1400464889685795,0.1825619263306288,0.1988330081916373,0.1775606804025586,0.1442251218619365
1,4050000,1.236199975013733,1.6731443405151367,1.4233133792877195,1.3423285484313965,1.3914787769317627,1.9993202686309808,0.39062,1.0,-2.6806,0.0101656787175383,0.0048345970279641,0.0007840269782802,0.0005042852930436,0.0008314258891422,0.0005042852930436,0.0001850150210159,0.0009793634143977,0.0062333036913203,0.0336882270556053,0.0861991348436062,0.1470094383128271,0.1885949007182552,0.2018679527346523,0.177006054952037,0.1406123100572705
1,4100000,1.1975860595703125,1.7514344453811646,1.5494359731674194,1.4018630981445312,1.5112574100494385,2.276463747024536,0.3899,1.0,-2.42816,0.0133214264824799,0.006477379162638,0.0012840575031193,0.0019967512916271,0.0033938342153606,0.0023361733441777,0.0003508296852141,0.0,0.0056803268990927,0.0362748449185253,0.0918173305566321,0.1511361596211623,0.1881563203029054,0.1965333079626129,0.1689919448940147,0.1322493131604373
1,4150000,1.130439043045044,1.9090118408203125,1.5885199308395386,1.4577618837356567,1.5252646207809448,2.455716133117676,0.38006,1.0,-2.22917,0.0124308169332321,0.0055639552886129,0.0017052194696069,0.0039174562487238,0.005279367559295,0.0031810493746431,0.000573520780643,0.0,0.0085774196449037,0.0445605862125936,0.1017451891028122,0.1565209792134584,0.1867251809809592,0.1896765590733841,0.1587777190202142,0.120764981096917
1,4200000,1.1177879571914673,1.7208808660507202,1.4461344480514526,1.4866397380828855,1.4860948324203491,2.1850039958953857,0.38876,1.0,-2.45586,0.0113777046653656,0.007000475584585,0.0071721263072619,0.0106341267918265,0.0089129127942764,0.003624420285535,0.0003425948823304,0.001280486869016,0.0145549150719453,0.0551139736364102,0.1109361227058572,0.1589868675470579,0.181411444272771,0.1783152172253782,0.1444323818079088,0.1059042295524742
1,4250000,1.0182886123657229,1.7817463874816897,1.3907562494277954,1.3558233976364136,1.4240001440048218,2.368236303329468,0.38984,3.0,-2.28054,0.0184822561815476,0.0159352991968299,0.0188157573961742,0.0211626092847871,0.013720781842632,0.0041425412235527,0.0,0.0046505110117756,0.0245297128708391,0.0667653264928101,0.1159385355764251,0.1542051115848043,0.1682311363909008,0.1589864279711074,0.1248311174411599,0.0896028755346536
1,4300000,1.3075072765350342,2.111853837966919,1.597249984741211,1.722356915473938,1.5582560300827026,2.3959147930145264,0.36902,2.0,-2.07145,0.020986283216044,0.020809588249255,0.0250857589835103,0.0245068075233614,0.0132900868680775,0.0034563123854892,0.0012155454387389,0.0123215894476575,0.039791799588024,0.0817151281923083,0.1230965236111177,0.152149870963789,0.1577407768461736,0.1420758526070661,0.107212503746142,0.0745455723332449
1,4350000,1.1164172887802124,1.767371416091919,1.472181797027588,1.4664041996002195,1.5420018434524536,2.401257276535034,0.38424,3.0,-1.95477,0.0144099811055382,0.0183280462058817,0.022840942072774,0.0185015898176335,0.0072064828058113,0.00125855526315,0.004832056462583,0.0248122584936262,0.0586386097584362,0.098103390796888,0.1330098277039728,0.1552384777435637,0.1536501118202269,0.132102479456338,0.0949330936988792,0.0621340967946964
1,4400000,1.0626121759414673,1.5987350940704346,1.3147070407867432,1.2496341466903689,1.447727918624878,2.114626884460449,0.4025,2.0,-1.80156,0.0075900049823341,0.0138858914544483,0.0171755444002328,0.0110602206143131,0.0023488743014965,0.0012157027444764,0.0126082182831374,0.0420447791322976,0.078089798514483,0.1115860331594446,0.1404700546816973,0.157304359835234,0.1497591930432603,0.122624751845866,0.0826169760231566,0.0496195969841214
1,4450000,0.9225653409957886,2.899258136749268,1.209320902824402,1.30096435546875,1.4641011953353882,2.1847519874572754,0.42576,2.0,-1.43497,0.0058335447022147,0.0118449538907605,0.0130813270077936,0.0067647681927677,0.0012682982748049,0.0040981174339395,0.0228013553605939,0.0594044344998643,0.0949785835338634,0.1214712181669874,0.1439051216301072,0.1554363875385318,0.1426116525020086,0.1107316944684558,0.0689186933971842,0.0368498494001218
1,4500000,0.9158565402030944,1.7216582298278809,1.1252878904342651,1.1122686862945557,1.2080527544021606,1.886178731918335,0.41276,3.0,-1.29698,0.003994163377365,0.0091159612652282,0.0093950946342536,0.0039558048046082,0.0013342975949762,0.006641345372181,0.0292385566613939,0.0701673143288821,0.1070217004251288,0.1300815347339799,0.1466032679173476,0.1523566799092761,0.1359267268542794,0.1029570605060549,0.0613505478442896,0.0298599437707549
1,4550000,0.9526896476745604,1.5601264238357544,1.0998966693878174,1.1374045610427856,1.301416039466858,1.6617538928985596,0.42232,1.0,-0.938726,0.007923194343951,0.0123551717735837,0.0115676752829313,0.0048737462136251,0.0017513086726043,0.0082690372547382,0.0309415333735179,0.0711716447806975,0.1076589928490421,0.1303910231318026,0.1441800709475159,0.146765874423072,0.1301406411929739,0.0996645858369911,0.0608709762821789,0.0314745236407738
1,4600000,1.0747253894805908,1.4657111167907717,1.3410358428955078,1.195730209350586,1.4188231229782104,1.949443817138672,0.41544,1.0,-1.13668,0.0132271951612349,0.0163052740560975,0.0150871266255948,0.008211870295895,0.0042753738603871,0.0114975144743014,0.0328067114117733,0.0696287760716503,0.1033912990562444,0.125501451865297,0.1392993179785301,0.1423577651018077,0.1266727191082816,0.0977268738374762,0.0610226504330926,0.0329880806623357
1,4650000,1.0722283124923706,1.5815328359603882,1.3026806116104126,1.2623770236968994,1.3368802070617676,1.906225562095642,0.4083,2.0,-1.15527,0.0131144618603577,0.0170625583581474,0.0176457696708378,0.0142293869452203,0.013215314175014,0.0205046234329925,0.0381135205947358,0.069294309231519,0.0983344212133541,0.1178971531799481,0.1322196906258416,0.1377448563298694,0.1235291973327228,0.0952661540853314,0.059844740816647,0.0319838421474605
1,4700000,0.9967390298843384,1.5273075103759766,1.3504165410995483,1.1764183044433594,1.4306195974349976,2.18882703781128,0.4075,2.0,-0.727782,0.0081813217251538,0.0150444088542446,0.0213013675783664,0.0254252320558267,0.0289865196160023,0.0347823581896594,0.0465732911347915,0.069934089292953,0.091759348344337,0.1074991546833293,0.122261107382067,0.1304621998406196,0.1187602209376029,0.0915313006153095,0.0571638877138755,0.0303341920358608
1,4750000,1.0146043300628662,1.4324283599853516,1.4244953393936155,1.2261608839035034,1.3639793395996094,1.9628719091415403,0.41576,3.0,-0.426387,0.0071371842380988,0.0161344346453907,0.0285702792644487,0.0385341915242584,0.0427618684458013,0.0460124552925923,0.0527462097113098,0.069339851925042,0.0846857702744502,0.0973472442853223,0.1124188742557592,0.122832705158715,0.1134337165800946,0.086913024874845,0.0531291586550967,0.0280030308687742
1,4800000,1.2904449701309204,1.595780611038208,1.8114863634109497,1.4105232954025269,1.4735863208770752,1.7330440282821655,0.41024,2.0,-0.671678,0.007651023496044,0.0172088221136105,0.0337812977231061,0.0467272849140419,0.0491113949699459,0.0487705298414494,0.0526190601492591,0.0675291816856909,0.0827491350317808,0.0953895927523368,0.1097040031567126,0.119597508729302,0.1104576768456653,0.0839572498314728,0.0498741715712849,0.0248720671882963
1,4850000,1.3805688619613647,1.623535394668579,2.1926071643829346,1.5324926376342771,1.490756630897522,1.957283616065979,0.39384,3.0,-0.877861,0.0063317963852867,0.0155432037114984,0.0323886542013051,0.0468177962289952,0.0496844565788824,0.0469062190766159,0.0494801708575508,0.0666684546029987,0.0861478020065052,0.1011130419219692,0.1141426280932829,0.1212011228088028,0.1099050971243536,0.0826697228123984,0.0482700971166143,0.0227297364729397
1,4900000,1.3446906805038452,1.3555094003677368,1.5016783475875854,1.260135054588318,1.359986662864685,1.9583876132965088,0.4176,4.0,-0.765759,0.0047242907711066,0.0114851710120182,0.0262194199580756,0.0428152354250763,0.0489823341975034,0.0462605882522976,0.0488329231365397,0.0680434043356475,0.0905200483535641,0.1079207184222842,0.1207128133405554,0.1245411827406209,0.1095422121099409,0.0804741333729495,0.0466478767161136,0.0222776478557059
1,4950000,1.2052321434020996,1.651683688163757,1.5541609525680542,1.350939393043518,1.6155747175216677,2.9237356185913086,0.3988,2.0,-1.06013,0.0059223346039616,0.0076734638406742,0.0187631547459795,0.0374399170741103,0.0479797723716649,0.0472372141337077,0.0505837687239798,0.0704660753832659,0.0936820538411746,0.1121323562078856,0.1247561755573598,0.1265219096497809,0.1087889629970269,0.0783425490206557,0.0457277914145088,0.0239825004342631
1,5000000,1.02711284160614,1.4949074983596802,1.2226464748382568,1.3266972303390503,1.3718202114105225,1.8167258501052856,0.4226,1.0,-1.1083,0.006512763374647,0.0047642269351661,0.0123971470191455,0.0312542474123244,0.045356421951935,0.0476076224033049,0.0524383348912788,0.0724024576931715,0.0957341032829615,0.1147663040343649,0.1273997463971823,0.1284579587208909,0.1097857284977601,0.0791068329597978,0.046667976705613,0.0253481277204556
1,5050000,1.12978994846344,1.7051103115081787,1.673385739326477,1.342015504837036,1.3255929946899414,1.8377937078475952,0.39898,3.0,-1.30716,0.0037560045343202,0.0017424785779834,0.0067572891553746,0.0232735782945964,0.0397485805267223,0.0464307281205122,0.0535136315160068,0.0729672900542786,0.0963265982371545,0.1167255477269874,0.1308146926922415,0.1328522227296742,0.1150585870569359,0.0847142097075334,0.0500063256596608,0.0253122354100172
1,5100000,1.3116437196731567,1.7881371974945068,2.1675078868865967,1.4374680519104004,1.4247559309005735,2.0435168743133545,0.39628,1.0,-1.56486,0.0009280053792239,0.0003503597715204,0.0031481960897174,0.0153010269075734,0.0323866329924458,0.0442071505988987,0.0540534315435394,0.0722718131444102,0.0944171710254258,0.1160842256204942,0.1335321555296742,0.1386125946226193,0.1229950484569637,0.0923797353420461,0.054081555360637,0.0252508976148096
1,5150000,1.1966302394866943,1.6016944646835327,1.7035129070281982,1.2923634052276611,1.516750693321228,2.5163815021514893,0.41124,1.0,-1.48421,0.0,0.0,0.0008970480605362,0.0096159118103994,0.0266148605967602,0.0412137645900774,0.0526611011916228,0.0705854810624457,0.0919330181782326,0.1136049786200203,0.1338410581139792,0.143224291614572,0.1305785436263254,0.0994765884364301,0.0583992200642215,0.0273541340343766
1,5200000,1.604466676712036,1.7085334062576294,1.5788235664367676,1.4350751638412476,1.512004017829895,2.170504331588745,0.40522,0.0,-1.19259,0.000689930904382,0.0002604769750649,0.0,0.0056913088673118,0.0201526518611392,0.0357623560478144,0.0498777675292456,0.0691287285265104,0.090487845550707,0.1120341770012291,0.1335565439783133,0.1460521987981431,0.1356117860230431,0.1053664511393418,0.0638140971892729,0.0315136796084808
1,5250000,1.2788236141204834,1.491426706314087,1.421370267868042,1.3372116088867188,1.4359362125396729,1.865750312805176,0.41394,1.0,-1.68205,0.0016411904342868,0.0006196161341857,0.0,0.0025808625327732,0.0121354704258947,0.0263014661625794,0.0436124276073197,0.0661700004818975,0.0894436041838404,0.1116477870635579,0.1337021433695074,0.1480790836472158,0.1404431843049375,0.1129925387027268,0.0721045791602649,0.0385260457890115
1,5300000,1.1323233842849731,1.6118866205215454,1.5541479587554932,1.3766193389892578,1.5394775867462158,2.809337615966797,0.3933,1.0,-1.89372,0.0067044247135212,0.003470152727318,0.000738651719247,0.0004848622435775,0.0052772090073234,0.0158699763020884,0.0344181476912207,0.0604014635675611,0.085972568793054,0.1092452986713688,0.1321671103931199,0.148251089780401,0.1441517432117801,0.1205572047503368,0.0822455260137244,0.050044570414357
1,5350000,1.256414532661438,1.7827534675598145,1.5234476327896118,1.4557881355285645,1.545720100402832,2.210046529769897,0.38856,0.0,-2.30876,0.014009759868354,0.0075739931714097,0.0017973363167998,0.0,0.0018811907421194,0.0087172863915158,0.0258296528843069,0.0527368553719858,0.0799300065043077,0.1050417695647219,0.1292201147107866,0.1467214833226338,0.1455226422249846,0.1260701612237538,0.0920997298189311,0.0628480178833885
1,5400000,1.249509334564209,1.8803932666778564,1.4264484643936155,1.459222674369812,1.4453346729278564,2.252854585647583,0.38832,1.0,-2.59517,0.0156791846916869,0.0081342936129317,0.0017422888100312,0.0,0.000580341975956,0.0046421522063913,0.0182709449088208,0.0437504723754501,0.0727689389175728,0.1013854034171215,0.1284667961529056,0.1488309157361715,0.1501257557926027,0.1331145117084048,0.1007940082620335,0.0717139914319191
1,5450000,1.1534677743911743,1.7240726947784424,1.5077821016311646,1.3322597742080688,1.409368872642517,2.377655029296875,0.3896,0.0,-2.99352,0.0100836356231319,0.0046156273653438,0.0006361368534572,0.0,0.0,0.0011944468238588,0.0098449065561853,0.0335112372221628,0.0657586961432853,0.0993139645553251,0.1304400960654611,0.1545435929744289,0.1591049182596576,0.1440920097245002,0.109956064188597,0.0769046676446045
1,5500000,1.185461401939392,1.756103754043579,1.5559340715408323,1.376827597618103,1.4981584548950195,2.350359439849853,0.38386,0.0,-3.08973,0.0080900980956082,0.0034240674202411,0.0002908527506078,0.0,0.0,0.0,0.0047406455477015,0.0253240599004254,0.0582757893208544,0.0956568187573305,0.129992958617212,0.156513072687207,0.1641149716460656,0.1522056607218256,0.118095612092624,0.0832753924422964
1,5550000,1.1415884494781494,1.752588152885437,1.4524060487747192,1.3410834074020386,1.457664966583252,2.117860794067383,0.3966,1.0,-3.4019,0.0087736622235507,0.0039239693172566,0.0004810921537452,0.0,0.0,0.0,0.002448866432471,0.0195746454735347,0.0512403707504883,0.0911924083222958,0.1282553434639015,0.1571166470524941,0.1671168921143198,0.1577429077215377,0.1239832586308889,0.088149936343515
1,5600000,1.165629267692566,1.7001179456710815,1.4440298080444336,1.3900690078735352,1.3741343021392822,2.1550610065460205,0.39108,3.0,-3.74694,0.0104245853190783,0.0047024751578825,0.0006031953629776,0.0,0.0,0.0,0.0006996005733927,0.0146725567885342,0.0448345902407749,0.0865327743499978,0.126650467892003,0.1586921357138493,0.1708830952786027,0.1623208049370236,0.1279486524917918,0.0910350658940913
1,5650000,1.3316195011138916,1.7367935180664062,1.5921765565872192,1.5193612575531006,1.4060858488082886,2.2915754318237305,0.38252,0.0,-4.05999,0.0162006045396261,0.0087621244594232,0.0022980904733059,0.0002514555461065,0.0,0.0,0.0003206679458129,0.0123837550841286,0.0414681675012525,0.0837602488280114,0.1248104742740383,0.1567401944364631,0.1692570904377897,0.1613481350919052,0.1287296246354981,0.0936693667466378
1,5700000,1.2787989377975464,2.1012091636657715,1.5744638442993164,1.5463930368423462,1.5627481937408447,2.445336103439331,0.37562,0.0,-3.53216,0.0183069852216442,0.0105439619672221,0.0032072414745335,0.0004057706665,0.0,0.0,0.0005174578493589,0.0116315043926213,0.0400281154792371,0.082761732807162,0.1245130024793758,0.1559947893326385,0.1681801055274212,0.1598392475213988,0.1283913014617748,0.0956787838191111
1,5750000,1.247905135154724,1.847599029541016,1.489666223526001,1.4572423696517944,1.431736707687378,2.0870702266693115,0.38288,0.0,-3.74686,0.0133551266937931,0.0072688030024472,0.001969657639595,0.0002528612489214,0.0,0.0,0.0003351332946751,0.0109199773548853,0.0391322595433151,0.0828723673470666,0.126727863553628,0.1600306449832973,0.1720779487485882,0.1618308975883474,0.1284401985527017,0.0947862604487379
1,5800000,1.1829192638397217,1.998113989830017,1.5987094640731812,1.4890409708023071,1.4817785024642944,2.5092709064483643,0.3905,1.0,-3.6917,0.0095173017397579,0.0039267148132042,0.0002623909999281,0.0,0.0,0.0,2.1765151257367856e-05,0.0109810532786357,0.0394968822144643,0.0833183578290378,0.1284224511232594,0.1640748627794076,0.175976756921888,0.1636198021590214,0.1278798607998579,0.0925018001902799
1,5850000,1.1461443901062012,1.9601317644119265,1.5844663381576538,1.4935916662216189,1.5895841121673584,2.559075117111206,0.38388,0.0,-3.85455,0.0105850873051539,0.0042000631100967,0.0001602936430254,0.0,0.0,0.0,1.329624639183526e-05,0.0122126117832558,0.0412911645047606,0.0840852409346252,0.1280877364823048,0.1641401272723012,0.1762057221747206,0.1631310878354901,0.1260694048099402,0.0898181638979333
1,5900000,1.1555856466293335,1.7298171520233154,1.425649642944336,1.3860465288162231,1.3796695470809937,1.9695576429367063,0.39624,1.0,-3.51271,0.0092366938301581,0.0034872275661216,0.0,0.0,0.0,0.0,0.0,0.0125609049627272,0.0419376733373873,0.0848862318864271,0.1290081175690446,0.1654819079202834,0.1779129283602671,0.1639661966760716,0.1247169704260618,0.0868051474654497
1,5950000,1.1629323959350586,1.7888410091400146,1.469983458518982,1.4044198989868164,1.4076814651489258,2.05315899848938,0.39244,0.0,-3.33301,0.0135219706885711,0.0076183519958682,0.002277333297633,0.0003482715260324,0.0,0.0,0.0010627501480326,0.0134361944796543,0.0418985170491095,0.0841822821615736,0.1279292322416977,0.1630240027328971,0.1747624429146932,0.1604621530275964,0.1225071565592669,0.0869693411773736
1,6000000,1.3109002113342283,1.7466877698898315,1.5975030660629272,1.5029066801071167,1.50075364112854,2.702974796295166,0.38422,1.0,-3.1177,0.0173701019876307,0.0106443155169425,0.0037027970242035,0.0005662670332656,0.0,0.0,0.0017279631794331,0.0144464128735579,0.0423840311585504,0.0841900357035539,0.1274119700960902,0.1615297229611196,0.1724183745205331,0.1578085169840185,0.1201602488102663,0.0856392421508338
1,6050000,1.098052740097046,1.5446127653121948,1.2616676092147827,1.2410229444503784,1.353784680366516,1.943431735038757,0.39898,1.0,-3.3132,0.0185419550282301,0.0098434158799265,0.0025370067878944,0.0003485236330496,0.0,0.0,0.0016315862970821,0.0147904217421582,0.0429484536109044,0.0851395689761366,0.1285813701837305,0.1626578937848463,0.1732650754123637,0.1584626981673282,0.1190233245038236,0.0822287059925253
1,6100000,1.0992013216018677,1.684472918510437,1.4194616079330444,1.3152165412902832,1.3805588483810425,2.12953782081604,0.39624,0.0,-2.92596,0.0129661704108383,0.0054601960583757,0.0004444210436123,0.0,0.0,0.0,0.0009784357587489,0.0142272518798927,0.0431943110823617,0.086608111302569,0.1313103906564285,0.1664990801152779,0.1774318954383618,0.1622150254518643,0.119809896570899,0.0788548142307695
1,6150000,0.8768619894981384,1.3154293298721311,1.2796056270599363,1.1258151531219482,1.4353121519088743,2.514533758163452,0.42184,0.0,-3.51291,0.0061042978428229,0.002647958037683,0.0002700932873321,0.0,0.0,0.0,0.0005946364023984,0.0136214267742492,0.0431441867008994,0.0870788442922526,0.1318647895244215,0.1671077752220255,0.1788560777120186,0.1648931292555158,0.1228592281373516,0.0809575568110288
1,6200000,1.3325533866882324,1.584816575050354,1.927655935287476,1.622950792312622,1.535841703414917,1.67094087600708,0.385,2.0,-3.06274,0.0007983149629389,0.0003013963650195,0.0,0.0,0.0,0.0,0.0,0.0118873403924375,0.0411081962601665,0.0864836082845248,0.1325407826062615,0.1684563974451171,0.1804221271476774,0.1674432376737527,0.1261610202540494,0.0843975786080541
1,6250000,1.3408249616622925,1.8962347507476809,2.056639671325684,1.529436707496643,1.5967751741409302,2.3482449054718018,0.38144,1.0,-3.61034,0.0053997919580575,0.002441965201473,0.0003172831096176,0.0,0.0,0.0,0.0,0.0100628481642846,0.0373907727071712,0.0834037861369701,0.1316192118188002,0.1684822687446537,0.1800012187373455,0.1669063343202779,0.1269690853524029,0.0870054337489453
